Time Stamp,Sensor Value
2025-03-15T15:44:48.238823+05:30,Sensor Value: 152
2025-03-15T15:44:50.246417+05:30,Sensor Value: 136
2025-03-15T15:44:52.252377+05:30,Sensor Value: 147
2025-03-15T15:44:54.250384+05:30,Sensor Value: 149
2025-03-15T15:44:56.257487+05:30,Sensor Value: 152
2025-03-15T15:44:58.255971+05:30,Sensor Value: 154
2025-03-15T15:45:00.263389+05:30,Sensor Value: 155
2025-03-15T15:45:02.262223+05:30,Sensor Value: 157
2025-03-15T15:45:04.270693+05:30,Sensor Value: 159
2025-03-15T15:45:06.267091+05:30,Sensor Value: 160
2025-03-15T15:45:08.271243+05:30,Sensor Value: 158
2025-03-15T15:45:10.272963+05:30,Sensor Value: 162
2025-03-15T15:45:12.282643+05:30,Sensor Value: 166
2025-03-15T15:45:14.283033+05:30,Sensor Value: 158
2025-03-15T15:45:16.287607+05:30,Sensor Value: 169
2025-03-15T15:45:18.285038+05:30,Sensor Value: 160
2025-03-15T15:45:20.286764+05:30,Sensor Value: 157
2025-03-15T15:45:22.295657+05:30,Sensor Value: 150
2025-03-15T15:45:24.293580+05:30,Sensor Value: 147
2025-03-15T15:45:26.296992+05:30,Sensor Value: 152
2025-03-15T15:45:28.296894+05:30,Sensor Value: 176
2025-03-15T15:45:30.306339+05:30,Sensor Value: 173
2025-03-15T15:45:32.302209+05:30,Sensor Value: 193
2025-03-15T15:45:34.307310+05:30,Sensor Value: 196
2025-03-15T15:45:36.313082+05:30,Sensor Value: 187
2025-03-15T15:45:38.309820+05:30,Sensor Value: 200
2025-03-15T15:45:40.317443+05:30,Sensor Value: 199
2025-03-15T15:45:42.316600+05:30,Sensor Value: 204
2025-03-15T15:45:44.319339+05:30,Sensor Value: 202
2025-03-15T15:45:46.323371+05:30,Sensor Value: 209
2025-03-15T15:45:48.319373+05:30,Sensor Value: 193
2025-03-15T15:45:50.322441+05:30,Sensor Value: 193
2025-03-15T15:45:52.325630+05:30,Sensor Value: 205
2025-03-15T15:45:54.333622+05:30,Sensor Value: 209
2025-03-15T15:45:56.335914+05:30,Sensor Value: 217
2025-03-15T15:45:58.341860+05:30,Sensor Value: 215
2025-03-15T15:46:00.334756+05:30,Sensor Value: 206
2025-03-15T15:46:02.342156+05:30,Sensor Value: 193
2025-03-15T15:46:04.343738+05:30,Sensor Value: 194
2025-03-15T15:46:06.341337+05:30,Sensor Value: 204
2025-03-15T15:46:08.342632+05:30,Sensor Value: 191
2025-03-15T15:46:10.351162+05:30,Sensor Value: 174
2025-03-15T15:46:12.345663+05:30,Sensor Value: 203
2025-03-15T15:46:14.357244+05:30,Sensor Value: 197
2025-03-15T15:46:16.353193+05:30,Sensor Value: 202
2025-03-15T15:46:18.355178+05:30,Sensor Value: 186
2025-03-15T15:46:20.355158+05:30,Sensor Value: 208
2025-03-15T15:46:22.360700+05:30,Sensor Value: 174
2025-03-15T15:46:24.357583+05:30,Sensor Value: 187
2025-03-15T15:46:26.363434+05:30,Sensor Value: 184
2025-03-15T15:46:28.364265+05:30,Sensor Value: 195
2025-03-15T15:46:30.364041+05:30,Sensor Value: 174
2025-03-15T15:46:32.368696+05:30,Sensor Value: 201
2025-03-15T15:46:34.373373+05:30,Sensor Value: 204
2025-03-15T15:46:36.376648+05:30,Sensor Value: 197
2025-03-15T15:46:38.375251+05:30,Sensor Value: 192
2025-03-15T15:46:40.379986+05:30,Sensor Value: 195
2025-03-15T15:46:42.376336+05:30,Sensor Value: 182
2025-03-15T15:46:44.375617+05:30,Sensor Value: 194
2025-03-15T15:46:46.383922+05:30,Sensor Value: 210
2025-03-15T15:46:48.381044+05:30,Sensor Value: 216
2025-03-15T15:46:50.386013+05:30,Sensor Value: 201
2025-03-15T15:46:52.382899+05:30,Sensor Value: 202
2025-03-15T15:46:54.394542+05:30,Sensor Value: 215
2025-03-15T15:46:56.393155+05:30,Sensor Value: 190
2025-03-15T15:46:58.393903+05:30,Sensor Value: 189
2025-03-15T15:47:00.398178+05:30,Sensor Value: 191
2025-03-15T15:47:02.402401+05:30,Sensor Value: 213
2025-03-15T15:47:04.398843+05:30,Sensor Value: 196
2025-03-15T15:47:06.399296+05:30,Sensor Value: 215
2025-03-15T15:47:08.402826+05:30,Sensor Value: 210
2025-03-15T15:47:10.408031+05:30,Sensor Value: 209
2025-03-15T15:47:12.412848+05:30,Sensor Value: 208
2025-03-15T15:47:14.407334+05:30,Sensor Value: 206
2025-03-15T15:47:16.409967+05:30,Sensor Value: 211
2025-03-15T15:47:18.414688+05:30,Sensor Value: 217
2025-03-15T15:47:20.412635+05:30,Sensor Value: 218
2025-03-15T15:47:22.419966+05:30,Sensor Value: 214
2025-03-15T15:47:24.424421+05:30,Sensor Value: 213
2025-03-15T15:47:26.422699+05:30,Sensor Value: 216
2025-03-15T15:47:28.426307+05:30,Sensor Value: 217
2025-03-15T15:47:30.434597+05:30,Sensor Value: 210
2025-03-15T15:47:32.428981+05:30,Sensor Value: 203
2025-03-15T15:47:34.434235+05:30,Sensor Value: 210
2025-03-15T15:47:36.429786+05:30,Sensor Value: 212
2025-03-15T15:47:38.431975+05:30,Sensor Value: 215
2025-03-15T15:47:40.435002+05:30,Sensor Value: 213
2025-03-15T15:47:42.441972+05:30,Sensor Value: 218
2025-03-15T15:47:44.440916+05:30,Sensor Value: 217
2025-03-15T15:47:46.441898+05:30,Sensor Value: 217
2025-03-15T15:47:48.445230+05:30,Sensor Value: 217
2025-03-15T15:47:50.447194+05:30,Sensor Value: 214
2025-03-15T15:47:52.446926+05:30,Sensor Value: 213
2025-03-15T15:47:54.452564+05:30,Sensor Value: 214
2025-03-15T15:47:56.454353+05:30,Sensor Value: 211
2025-03-15T15:47:58.454379+05:30,Sensor Value: 214
2025-03-15T15:48:00.453993+05:30,Sensor Value: 212
2025-03-15T15:48:02.458277+05:30,Sensor Value: 209
2025-03-15T15:48:04.465026+05:30,Sensor Value: 205
2025-03-15T15:48:06.462653+05:30,Sensor Value: 205
2025-03-15T15:48:08.467201+05:30,Sensor Value: 211
2025-03-15T15:48:10.468835+05:30,Sensor Value: 210
2025-03-15T15:48:12.472264+05:30,Sensor Value: 213
2025-03-15T15:48:14.476032+05:30,Sensor Value: 214
2025-03-15T15:48:16.473996+05:30,Sensor Value: 215
2025-03-15T15:48:18.474072+05:30,Sensor Value: 216
2025-03-15T15:48:20.483987+05:30,Sensor Value: 214
2025-03-15T15:48:22.479606+05:30,Sensor Value: 214
2025-03-15T15:48:24.482481+05:30,Sensor Value: 213
2025-03-15T15:48:26.486061+05:30,Sensor Value: 217
2025-03-15T15:48:28.493151+05:30,Sensor Value: 216
2025-03-15T15:48:30.489282+05:30,Sensor Value: 206
2025-03-15T15:48:32.490936+05:30,Sensor Value: 191
2025-03-15T15:48:34.496473+05:30,Sensor Value: 176
2025-03-15T15:48:36.498723+05:30,Sensor Value: 205
2025-03-15T15:48:38.505119+05:30,Sensor Value: 208
2025-03-15T15:48:40.499591+05:30,Sensor Value: 208
2025-03-15T15:48:42.504797+05:30,Sensor Value: 211
2025-03-15T15:48:44.504801+05:30,Sensor Value: 206
2025-03-15T15:48:46.514279+05:30,Sensor Value: 208
2025-03-15T15:48:48.507927+05:30,Sensor Value: 214
2025-03-15T15:48:50.513572+05:30,Sensor Value: 212
2025-03-15T15:48:52.520043+05:30,Sensor Value: 212
2025-03-15T15:48:54.520198+05:30,Sensor Value: 211
2025-03-15T15:48:56.517414+05:30,Sensor Value: 214
2025-03-15T15:48:58.519349+05:30,Sensor Value: 211
2025-03-15T15:49:00.525492+05:30,Sensor Value: 212
2025-03-15T15:49:02.526401+05:30,Sensor Value: 190
2025-03-15T15:49:04.525000+05:30,Sensor Value: 176
2025-03-15T15:49:06.527825+05:30,Sensor Value: 189
2025-03-15T15:49:08.537306+05:30,Sensor Value: 192
2025-03-15T15:49:10.530877+05:30,Sensor Value: 204
2025-03-15T15:49:12.539237+05:30,Sensor Value: 208
2025-03-15T15:49:14.542513+05:30,Sensor Value: 206
2025-03-15T15:49:16.543269+05:30,Sensor Value: 211
2025-03-15T15:49:18.539834+05:30,Sensor Value: 211
2025-03-15T15:49:20.543176+05:30,Sensor Value: 212
2025-03-15T15:49:22.545525+05:30,Sensor Value: 210
2025-03-15T15:49:24.546381+05:30,Sensor Value: 206
2025-03-15T15:49:26.553922+05:30,Sensor Value: 201
2025-03-15T15:49:28.550831+05:30,Sensor Value: 195
2025-03-15T15:49:30.554300+05:30,Sensor Value: 203
2025-03-15T15:49:32.557816+05:30,Sensor Value: 198
2025-03-15T15:49:34.556167+05:30,Sensor Value: 198
2025-03-15T15:49:36.565753+05:30,Sensor Value: 200
2025-03-15T15:49:38.562056+05:30,Sensor Value: 192
2025-03-15T15:49:40.566074+05:30,Sensor Value: 205
2025-03-15T15:49:42.572439+05:30,Sensor Value: 215
2025-03-15T15:49:44.577753+05:30,Sensor Value: 211
2025-03-15T15:49:46.575255+05:30,Sensor Value: 216
2025-03-15T15:49:48.577395+05:30,Sensor Value: 218
2025-03-15T15:49:50.575058+05:30,Sensor Value: 218
2025-03-15T15:49:52.585389+05:30,Sensor Value: 216
2025-03-15T15:49:54.579503+05:30,Sensor Value: 215
2025-03-15T15:49:56.583624+05:30,Sensor Value: 194
2025-03-15T15:49:58.582815+05:30,Sensor Value: 191
2025-03-15T15:50:00.591664+05:30,Sensor Value: 202
2025-03-15T15:50:02.591379+05:30,Sensor Value: 202
2025-03-15T15:50:04.590794+05:30,Sensor Value: 209
2025-03-15T15:50:06.595621+05:30,Sensor Value: 212
2025-03-15T15:50:08.600603+05:30,Sensor Value: 213
2025-03-15T15:50:10.601061+05:30,Sensor Value: 214
2025-03-15T15:50:12.599627+05:30,Sensor Value: 212
2025-03-15T15:50:14.605415+05:30,Sensor Value: 188
2025-03-15T15:50:16.604515+05:30,Sensor Value: 223
2025-03-15T15:50:18.606081+05:30,Sensor Value: 226
2025-03-15T15:50:20.608151+05:30,Sensor Value: 214
2025-03-15T15:50:22.607262+05:30,Sensor Value: 187
2025-03-15T15:50:24.612252+05:30,Sensor Value: 210
2025-03-15T15:50:26.619551+05:30,Sensor Value: 203
2025-03-15T15:50:28.615473+05:30,Sensor Value: 189
2025-03-15T15:50:30.616187+05:30,Sensor Value: 191
2025-03-15T15:50:32.622503+05:30,Sensor Value: 188
2025-03-15T15:50:34.628184+05:30,Sensor Value: 172
2025-03-15T15:50:36.621874+05:30,Sensor Value: 202
2025-03-15T15:50:38.623284+05:30,Sensor Value: 210
2025-03-15T15:50:40.630978+05:30,Sensor Value: 207
2025-03-15T15:50:42.634397+05:30,Sensor Value: 189
2025-03-15T15:50:44.629066+05:30,Sensor Value: 174
2025-03-15T15:50:46.631585+05:30,Sensor Value: 191
2025-03-15T15:50:48.632165+05:30,Sensor Value: 173
2025-03-15T15:50:50.636910+05:30,Sensor Value: 174
2025-03-15T15:50:52.642397+05:30,Sensor Value: 164
2025-03-15T15:50:54.641168+05:30,Sensor Value: 153
2025-03-15T15:50:56.641579+05:30,Sensor Value: 195
2025-03-15T15:50:58.644965+05:30,Sensor Value: 202
2025-03-15T15:51:00.644971+05:30,Sensor Value: 187
2025-03-15T15:51:02.650855+05:30,Sensor Value: 185
2025-03-15T15:51:04.652563+05:30,Sensor Value: 174
2025-03-15T15:51:06.650809+05:30,Sensor Value: 182
2025-03-15T15:51:08.653143+05:30,Sensor Value: 158
2025-03-15T15:51:10.656127+05:30,Sensor Value: 155
2025-03-15T15:51:12.655097+05:30,Sensor Value: 157
2025-03-15T15:51:14.660746+05:30,Sensor Value: 233
2025-03-15T15:51:16.662371+05:30,Sensor Value: 251
2025-03-15T15:51:18.661150+05:30,Sensor Value: 245
2025-03-15T15:51:20.663706+05:30,Sensor Value: 268
2025-03-15T15:51:22.672905+05:30,Sensor Value: 195
2025-03-15T15:51:24.669292+05:30,Sensor Value: 200
2025-03-15T15:51:26.668815+05:30,Sensor Value: 186
2025-03-15T15:51:28.676373+05:30,Sensor Value: 219
2025-03-15T15:51:30.672539+05:30,Sensor Value: 225
2025-03-15T15:51:32.673668+05:30,Sensor Value: 189
2025-03-15T15:51:34.680113+05:30,Sensor Value: 220
2025-03-15T15:51:36.676986+05:30,Sensor Value: 183
2025-03-15T15:51:38.683628+05:30,Sensor Value: 252
2025-03-15T15:51:40.683952+05:30,Sensor Value: 266
2025-03-15T15:51:42.685121+05:30,Sensor Value: 264
2025-03-15T15:51:44.690586+05:30,Sensor Value: 199
2025-03-15T15:51:46.693084+05:30,Sensor Value: 200
2025-03-15T15:51:48.689071+05:30,Sensor Value: 188
2025-03-15T15:51:50.697092+05:30,Sensor Value: 264
2025-03-15T15:51:52.698959+05:30,Sensor Value: 264
2025-03-15T15:51:54.694269+05:30,Sensor Value: 244
2025-03-15T15:51:56.701820+05:30,Sensor Value: 214
2025-03-15T15:51:58.701363+05:30,Sensor Value: 197
2025-03-15T15:52:00.702858+05:30,Sensor Value: 186
2025-03-15T15:52:02.701767+05:30,Sensor Value: 182
2025-03-15T15:52:04.712935+05:30,Sensor Value: 178
2025-03-15T15:52:06.709030+05:30,Sensor Value: 172
2025-03-15T15:52:08.708804+05:30,Sensor Value: 190
2025-03-15T15:52:10.714929+05:30,Sensor Value: 168
2025-03-15T15:52:12.714393+05:30,Sensor Value: 174
2025-03-15T15:52:14.720102+05:30,Sensor Value: 189
2025-03-15T15:52:16.716620+05:30,Sensor Value: 191
2025-03-15T15:52:18.719816+05:30,Sensor Value: 189
2025-03-15T15:52:20.724749+05:30,Sensor Value: 189
2025-03-15T15:52:22.729972+05:30,Sensor Value: 185
2025-03-15T15:52:24.727058+05:30,Sensor Value: 190
2025-03-15T15:52:26.726534+05:30,Sensor Value: 189
2025-03-15T15:52:28.734988+05:30,Sensor Value: 167
2025-03-15T15:52:30.735628+05:30,Sensor Value: 197
2025-03-15T15:52:32.737708+05:30,Sensor Value: 174
2025-03-15T15:52:34.739039+05:30,Sensor Value: 181
2025-03-15T15:52:36.744579+05:30,Sensor Value: 177
2025-03-15T15:52:38.740366+05:30,Sensor Value: 183
2025-03-15T15:52:40.747283+05:30,Sensor Value: 224
2025-03-15T15:52:42.748918+05:30,Sensor Value: 233
2025-03-15T15:52:44.754004+05:30,Sensor Value: 230
2025-03-15T15:52:46.746454+05:30,Sensor Value: 226
2025-03-15T15:52:48.745973+05:30,Sensor Value: 222
2025-03-15T15:52:50.757195+05:30,Sensor Value: 220
2025-03-15T15:52:52.753717+05:30,Sensor Value: 216
2025-03-15T15:52:54.755091+05:30,Sensor Value: 217
2025-03-15T15:52:56.757956+05:30,Sensor Value: 216
2025-03-15T15:52:58.764358+05:30,Sensor Value: 216
2025-03-15T15:53:00.768536+05:30,Sensor Value: 215
2025-03-15T15:53:02.766438+05:30,Sensor Value: 216
2025-03-15T15:53:04.765851+05:30,Sensor Value: 215
2025-03-15T15:53:06.772941+05:30,Sensor Value: 212
2025-03-15T15:53:08.773037+05:30,Sensor Value: 209
2025-03-15T15:53:10.772573+05:30,Sensor Value: 211
2025-03-15T15:53:12.776379+05:30,Sensor Value: 210
2025-03-15T15:53:14.777177+05:30,Sensor Value: 208
2025-03-15T15:53:16.780706+05:30,Sensor Value: 209
2025-03-15T15:53:18.783366+05:30,Sensor Value: 209
2025-03-15T15:53:20.785001+05:30,Sensor Value: 210
2025-03-15T15:53:22.787672+05:30,Sensor Value: 202
2025-03-15T15:53:24.793269+05:30,Sensor Value: 201
2025-03-15T15:53:26.792039+05:30,Sensor Value: 206
2025-03-15T15:53:28.788000+05:30,Sensor Value: 208
2025-03-15T15:53:30.796262+05:30,Sensor Value: 208
2025-03-15T15:53:32.796531+05:30,Sensor Value: 205
2025-03-15T15:53:34.796366+05:30,Sensor Value: 207
2025-03-15T15:53:36.799832+05:30,Sensor Value: 207
2025-03-15T15:53:38.803453+05:30,Sensor Value: 207
2025-03-15T15:53:40.800596+05:30,Sensor Value: 199
2025-03-15T15:53:42.802787+05:30,Sensor Value: 222
2025-03-15T15:53:44.807169+05:30,Sensor Value: 201
2025-03-15T15:53:46.805830+05:30,Sensor Value: 216
2025-03-15T15:53:48.812255+05:30,Sensor Value: 227
2025-03-15T15:53:50.810655+05:30,Sensor Value: 210
2025-03-15T15:53:52.815780+05:30,Sensor Value: 204
2025-03-15T15:53:54.820457+05:30,Sensor Value: 205
2025-03-15T15:53:56.822133+05:30,Sensor Value: 199
2025-03-15T15:53:58.818753+05:30,Sensor Value: 197
2025-03-15T15:54:00.826370+05:30,Sensor Value: 197
2025-03-15T15:54:02.826356+05:30,Sensor Value: 202
2025-03-15T15:54:04.826965+05:30,Sensor Value: 200
2025-03-15T15:54:06.829273+05:30,Sensor Value: 190
2025-03-15T15:54:08.835636+05:30,Sensor Value: 205
2025-03-15T15:54:10.833131+05:30,Sensor Value: 192
2025-03-15T15:54:12.832892+05:30,Sensor Value: 197
2025-03-15T15:54:14.834974+05:30,Sensor Value: 210
2025-03-15T15:54:16.839672+05:30,Sensor Value: 207
2025-03-15T15:54:18.843218+05:30,Sensor Value: 209
2025-03-15T15:54:20.842087+05:30,Sensor Value: 210
2025-03-15T15:54:22.844382+05:30,Sensor Value: 209
2025-03-15T15:54:24.847515+05:30,Sensor Value: 211
2025-03-15T15:54:26.845746+05:30,Sensor Value: 210
2025-03-15T15:54:28.854216+05:30,Sensor Value: 206
2025-03-15T15:54:30.853655+05:30,Sensor Value: 208
2025-03-15T15:54:32.858233+05:30,Sensor Value: 204
2025-03-15T15:54:34.862383+05:30,Sensor Value: 193
2025-03-15T15:54:36.856742+05:30,Sensor Value: 195
2025-03-15T15:54:38.859771+05:30,Sensor Value: 202
2025-03-15T15:54:40.866050+05:30,Sensor Value: 205
2025-03-15T15:54:42.869013+05:30,Sensor Value: 199
2025-03-15T15:54:44.866406+05:30,Sensor Value: 207
2025-03-15T15:54:46.869998+05:30,Sensor Value: 204
2025-03-15T15:54:48.871523+05:30,Sensor Value: 205
2025-03-15T15:54:50.879033+05:30,Sensor Value: 202
2025-03-15T15:54:52.876499+05:30,Sensor Value: 205
2025-03-15T15:54:54.876876+05:30,Sensor Value: 204
2025-03-15T15:54:56.883262+05:30,Sensor Value: 204
2025-03-15T15:54:58.887903+05:30,Sensor Value: 203
2025-03-15T15:55:00.885812+05:30,Sensor Value: 200
2025-03-15T15:55:02.884177+05:30,Sensor Value: 202
2025-03-15T15:55:04.883927+05:30,Sensor Value: 201
2025-03-15T15:55:06.895171+05:30,Sensor Value: 203
2025-03-15T15:55:08.892465+05:30,Sensor Value: 201
2025-03-15T15:55:10.892804+05:30,Sensor Value: 185
2025-03-15T15:55:12.897119+05:30,Sensor Value: 204
2025-03-15T15:55:14.897044+05:30,Sensor Value: 196
2025-03-15T15:55:16.903287+05:30,Sensor Value: 205
2025-03-15T15:55:18.901343+05:30,Sensor Value: 195
2025-03-15T15:55:20.903230+05:30,Sensor Value: 197
2025-03-15T15:55:22.906377+05:30,Sensor Value: 198
2025-03-15T15:55:24.912122+05:30,Sensor Value: 197
2025-03-15T15:55:26.910175+05:30,Sensor Value: 196
2025-03-15T15:55:28.914491+05:30,Sensor Value: 185
2025-03-15T15:55:30.921482+05:30,Sensor Value: 199
2025-03-15T15:55:32.914462+05:30,Sensor Value: 200
2025-03-15T15:55:34.918470+05:30,Sensor Value: 207
2025-03-15T15:55:36.918974+05:30,Sensor Value: 212
2025-03-15T15:55:38.927452+05:30,Sensor Value: 216
2025-03-15T15:55:40.928007+05:30,Sensor Value: 213
2025-03-15T15:55:42.923937+05:30,Sensor Value: 228
2025-03-15T15:55:44.929528+05:30,Sensor Value: 208
2025-03-15T15:55:46.929527+05:30,Sensor Value: 210
2025-03-15T15:55:48.931533+05:30,Sensor Value: 207
2025-03-15T15:55:50.930243+05:30,Sensor Value: 209
2025-03-15T15:55:52.935548+05:30,Sensor Value: 206
2025-03-15T15:55:54.940869+05:30,Sensor Value: 200
2025-03-15T15:55:56.939335+05:30,Sensor Value: 199
2025-03-15T15:55:58.946981+05:30,Sensor Value: 204
2025-03-15T15:56:00.950268+05:30,Sensor Value: 204
2025-03-15T15:56:02.945052+05:30,Sensor Value: 203
2025-03-15T15:56:04.947455+05:30,Sensor Value: 200
2025-03-15T15:56:06.953586+05:30,Sensor Value: 191
2025-03-15T15:56:08.960063+05:30,Sensor Value: 200
2025-03-15T15:56:10.959344+05:30,Sensor Value: 199
2025-03-15T15:56:12.960665+05:30,Sensor Value: 202
2025-03-15T15:56:14.963883+05:30,Sensor Value: 192
2025-03-15T15:56:16.962253+05:30,Sensor Value: 195
2025-03-15T15:56:18.969828+05:30,Sensor Value: 195
2025-03-15T15:56:20.964096+05:30,Sensor Value: 192
2025-03-15T15:56:22.970006+05:30,Sensor Value: 195
2025-03-15T15:56:24.971136+05:30,Sensor Value: 197
2025-03-15T15:56:26.973795+05:30,Sensor Value: 196
2025-03-15T15:56:28.972687+05:30,Sensor Value: 199
2025-03-15T15:56:30.976567+05:30,Sensor Value: 193
2025-03-15T15:56:32.983710+05:30,Sensor Value: 213
2025-03-15T15:56:34.980507+05:30,Sensor Value: 213
2025-03-15T15:56:36.985687+05:30,Sensor Value: 198
2025-03-15T15:56:38.987170+05:30,Sensor Value: 202
2025-03-15T15:56:40.985689+05:30,Sensor Value: 204
2025-03-15T15:56:42.999008+05:30,Sensor Value: 199
2025-03-15T15:56:44.989061+05:30,Sensor Value: 196
2025-03-15T15:56:46.988976+05:30,Sensor Value: 203
2025-03-15T15:56:49.000187+05:30,Sensor Value: 210
2025-03-15T15:56:51.002046+05:30,Sensor Value: 193
2025-03-15T15:56:52.998152+05:30,Sensor Value: 193
2025-03-15T15:56:55.001966+05:30,Sensor Value: 195
2025-03-15T15:56:57.005322+05:30,Sensor Value: 194
2025-03-15T15:56:59.009134+05:30,Sensor Value: 202
2025-03-15T15:57:01.005806+05:30,Sensor Value: 189
2025-03-15T15:57:03.008596+05:30,Sensor Value: 200
2025-03-15T15:57:05.009608+05:30,Sensor Value: 194
2025-03-15T15:57:07.011784+05:30,Sensor Value: 193
2025-03-15T15:57:09.014065+05:30,Sensor Value: 216
2025-03-15T15:57:11.019650+05:30,Sensor Value: 188
2025-03-15T15:57:13.019752+05:30,Sensor Value: 204
2025-03-15T15:57:15.027174+05:30,Sensor Value: 183
2025-03-15T15:57:17.022844+05:30,Sensor Value: 188
2025-03-15T15:57:19.025272+05:30,Sensor Value: 176
2025-03-15T15:57:21.029757+05:30,Sensor Value: 209
2025-03-15T15:57:23.031556+05:30,Sensor Value: 192
2025-03-15T15:57:25.030977+05:30,Sensor Value: 198
2025-03-15T15:57:27.040185+05:30,Sensor Value: 204
2025-03-15T15:57:29.041695+05:30,Sensor Value: 198
2025-03-15T15:57:31.044434+05:30,Sensor Value: 194
2025-03-15T15:57:33.039244+05:30,Sensor Value: 192
2025-03-15T15:57:35.047134+05:30,Sensor Value: 189
2025-03-15T15:57:37.044972+05:30,Sensor Value: 187
2025-03-15T15:57:39.050386+05:30,Sensor Value: 189
2025-03-15T15:57:41.054060+05:30,Sensor Value: 189
2025-03-15T15:57:43.055346+05:30,Sensor Value: 183
2025-03-15T15:57:45.054640+05:30,Sensor Value: 183
2025-03-15T15:57:47.055119+05:30,Sensor Value: 193
2025-03-15T15:57:49.059710+05:30,Sensor Value: 190
2025-03-15T15:57:51.058792+05:30,Sensor Value: 197
2025-03-15T15:57:53.061613+05:30,Sensor Value: 186
2025-03-15T15:57:55.068576+05:30,Sensor Value: 194
2025-03-15T15:57:57.064367+05:30,Sensor Value: 191
2025-03-15T15:57:59.073341+05:30,Sensor Value: 187
2025-03-15T15:58:01.073024+05:30,Sensor Value: 191
2025-03-15T15:58:03.073730+05:30,Sensor Value: 191
2025-03-15T15:58:05.081633+05:30,Sensor Value: 191
2025-03-15T15:58:07.077077+05:30,Sensor Value: 193
2025-03-15T15:58:09.084716+05:30,Sensor Value: 191
2025-03-15T15:58:11.078137+05:30,Sensor Value: 192
2025-03-15T15:58:13.087131+05:30,Sensor Value: 190
2025-03-15T15:58:15.084259+05:30,Sensor Value: 187
2025-03-15T15:58:17.084812+05:30,Sensor Value: 185
2025-03-15T15:58:19.093916+05:30,Sensor Value: 189
2025-03-15T15:58:21.099647+05:30,Sensor Value: 185
2025-03-15T15:58:23.092369+05:30,Sensor Value: 192
2025-03-15T15:58:25.098062+05:30,Sensor Value: 196
2025-03-15T15:58:27.100674+05:30,Sensor Value: 195
2025-03-15T15:58:29.102437+05:30,Sensor Value: 193
2025-03-15T15:58:31.100912+05:30,Sensor Value: 193
2025-03-15T15:58:33.102143+05:30,Sensor Value: 183
2025-03-15T15:58:35.106692+05:30,Sensor Value: 187
2025-03-15T15:58:37.111314+05:30,Sensor Value: 185
2025-03-15T15:58:39.113557+05:30,Sensor Value: 184
2025-03-15T15:58:41.112020+05:30,Sensor Value: 176
2025-03-15T15:58:43.120075+05:30,Sensor Value: 184
2025-03-15T15:58:45.124409+05:30,Sensor Value: 189
2025-03-15T15:58:47.117885+05:30,Sensor Value: 188
2025-03-15T15:58:49.120513+05:30,Sensor Value: 187
2025-03-15T15:58:51.120910+05:30,Sensor Value: 192
2025-03-15T15:58:53.127932+05:30,Sensor Value: 192
2025-03-15T15:58:55.124927+05:30,Sensor Value: 182
2025-03-15T15:58:57.124949+05:30,Sensor Value: 184
2025-03-15T15:58:59.128625+05:30,Sensor Value: 183
